## Fri Jul 18 16:34:17 2025,,,,,,,,,,,,,,,,,,,,
## emapper-2.1.12,,,,,,,,,,,,,,,,,,,,
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel,,,,,,,,,,,,,,,,,,,,
##,,,,,,,,,,,,,,,,,,,,
#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
OEU12687.1_glutaredoxin-related-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr37615,1.97e-52,168,"COG0278@1|root,KOG0911@2759|Eukaryota,2XCPR@2836|Bacillariophyta",2836|Bacillariophyta,O,Glutaredoxin,-,-,-,ko:K07390,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Glutaredoxin
OEU12685.1_DER1-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr6076,2.13e-83,255,"COG5291@1|root,KOG0858@2759|Eukaryota,2XCGI@2836|Bacillariophyta",2836|Bacillariophyta,S,May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins,-,-,-,ko:K13989,"ko04141,map04141",M00403,-,-,"ko00000,ko00001,ko00002",-,-,-,DER1
OEU12684.1_hypothetical-protein-FRACYDRAFT_276568-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr41220,1.25e-93,292,"2ENDX@1|root,2SKPU@2759|Eukaryota,2XBR9@2836|Bacillariophyta",2836|Bacillariophyta,S,Protein of unknown function (DUF1350),-,-,-,-,-,-,-,-,-,-,-,-,DUF1350
OEU12683.1_hypothetical-protein-FRACYDRAFT_2704.1_[Fragilariopsiscylindrus-CCMP1102],2850.Phatr2819,4.24e-96,288,"KOG2849@1|root,KOG2849@2759|Eukaryota,2XF69@2836|Bacillariophyta",2759|Eukaryota,S,Endoribonuclease XendoU,-,"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363",-,ko:K14648,-,-,-,-,"ko00000,ko01000",-,-,-,XendoU
"OEU12682.1_hypothetical-protein-FRACYDRAFT_160895,-partial-[Fragilariopsiscylindrus-CCMP1102]",2880.D7G250,7.18e-88,272,"COG0419@1|root,KOG0962@2759|Eukaryota",2759|Eukaryota,L,G-quadruplex DNA binding,RAD50,"GO:0000003,GO:0000018,GO:0000019,GO:0000075,GO:0000077,GO:0000166,GO:0000228,GO:0000278,GO:0000280,GO:0000706,GO:0000722,GO:0000723,GO:0000724,GO:0000725,GO:0000726,GO:0000727,GO:0000729,GO:0000781,GO:0000784,GO:0000785,GO:0000790,GO:0000793,GO:0000794,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003690,GO:0003691,GO:0003697,GO:0003824,GO:0004003,GO:0004017,GO:0004386,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006278,GO:0006281,GO:0006284,GO:0006302,GO:0006303,GO:0006310,GO:0006312,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007004,GO:0007049,GO:0007093,GO:0007127,GO:0007131,GO:0007154,GO:0007165,GO:0007346,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009117,GO:0009123,GO:0009165,GO:0009892,GO:0009987,GO:0010520,GO:0010564,GO:0010605,GO:0010705,GO:0010833,GO:0016043,GO:0016233,GO:0016301,GO:0016310,GO:0016462,GO:0016740,GO:0016772,GO:0016776,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019205,GO:0019219,GO:0019222,GO:0019438,GO:0019637,GO:0022402,GO:0022414,GO:0023052,GO:0030554,GO:0030674,GO:0030870,GO:0031297,GO:0031323,GO:0031324,GO:0031570,GO:0031573,GO:0031974,GO:0031981,GO:0032069,GO:0032070,GO:0032071,GO:0032074,GO:0032076,GO:0032078,GO:0032200,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033043,GO:0033260,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0035639,GO:0035753,GO:0035825,GO:0035861,GO:0036094,GO:0040020,GO:0042138,GO:0042162,GO:0042592,GO:0042623,GO:0042769,GO:0042770,GO:0043047,GO:0043086,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0043570,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0044773,GO:0044774,GO:0044786,GO:0045005,GO:0045786,GO:0045930,GO:0045934,GO:0046483,GO:0046940,GO:0048285,GO:0048519,GO:0048523,GO:0050145,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051128,GO:0051171,GO:0051172,GO:0051276,GO:0051321,GO:0051336,GO:0051346,GO:0051445,GO:0051606,GO:0051716,GO:0051726,GO:0051783,GO:0051880,GO:0055086,GO:0060090,GO:0060249,GO:0060255,GO:0060631,GO:0061982,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070035,GO:0070192,GO:0071103,GO:0071704,GO:0071840,GO:0071897,GO:0072395,GO:0072401,GO:0072422,GO:0080090,GO:0090304,GO:0090305,GO:0090407,GO:0090734,GO:0097159,GO:0097367,GO:0097551,GO:0097552,GO:0098687,GO:0098847,GO:0110025,GO:0140013,GO:0140097,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902298,GO:1902969,GO:1903046,GO:1903047,GO:1903211,GO:1990426,GO:1990505,GO:1990898,GO:1990918,GO:2000241",-,ko:K10866,"ko03440,ko03450,ko04218,map03440,map03450,map04218","M00291,M00292,M00295",-,-,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"AAA_23,Rad50_zn_hook,SbcCD_C"
OEU12681.1_hypothetical-protein-FRACYDRAFT_270430-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr47857,9.55e-70,231,"2E1X5@1|root,2S96K@2759|Eukaryota,2XGMC@2836|Bacillariophyta",2836|Bacillariophyta,S,Sulfotransferase family,-,-,-,-,-,-,-,-,-,-,-,-,Sulfotransfer_2
"OEU12680.1_SRP54-domain-containing-protein,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr14412,5.45e-113,335,"COG0541@1|root,KOG0780@2759|Eukaryota,2XBM8@2836|Bacillariophyta",2836|Bacillariophyta,U,"SRP54-type protein, GTPase domain",-,-,-,-,-,-,-,-,-,-,-,-,SRP54
OEU12679.1_hypothetical-protein-FRACYDRAFT_243936-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr48021,5.64e-24,113,"2F3DE@1|root,2T4CN@2759|Eukaryota,2XDVI@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12676.1_glyceraldehyde-3-phosphate-dehydrogenase-precursor-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr22122,3.95e-228,633,"COG0057@1|root,KOG0657@2759|Eukaryota,2XB0X@2836|Bacillariophyta",2836|Bacillariophyta,G,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",-,-,1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N"
"OEU12675.1_hypothetical-protein-FRACYDRAFT_270427,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr14639,9.77e-30,119,"COG0647@1|root,KOG2882@2759|Eukaryota,2XCCI@2836|Bacillariophyta",2836|Bacillariophyta,P,Haloacid dehalogenase-like hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,"Hydrolase_6,Hydrolase_like"
OEU12673.1_mitochondrial-glyco-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr47918,4.6e-44,158,"KOG2536@1|root,KOG2536@2759|Eukaryota,2XD7A@2836|Bacillariophyta",2836|Bacillariophyta,S,Mitochondrial glycoprotein,-,-,-,ko:K15414,"ko05168,map05168",-,-,-,"ko00000,ko00001,ko00536",-,-,-,MAM33
OEU12672.1_hypothetical-protein-FRACYDRAFT_191335-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr47917,0,1187,"KOG1031@1|root,KOG1031@2759|Eukaryota,2XB0J@2836|Bacillariophyta",2836|Bacillariophyta,S,insulin receptor signaling pathway via phosphatidylinositol 3-kinase,-,-,-,-,-,-,-,-,-,-,-,-,C2
OEU12670.1_hypothetical-protein-FRACYDRAFT_243927-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr42477,1.29e-31,126,"2D8NW@1|root,2S7KQ@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DUF2358
"OEU12668.1_hypothetical-protein-FRACYDRAFT_155647,-partial-[Fragilariopsiscylindrus-CCMP1102]",35128.Thaps262129,6.46e-12,60.5,"2CZBY@1|root,2S9KV@2759|Eukaryota,2XHIU@2836|Bacillariophyta",2836|Bacillariophyta,O,PHD zinc finger,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12666.1_MFS-general-substrate-transporter-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr49514,1.5e-127,389,"28HFJ@1|root,2QPTK@2759|Eukaryota",2759|Eukaryota,S,Major Facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
OEU12664.1_ribosomal-protein-S5-domain-2-like-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr23286,1.14e-111,330,"COG0689@1|root,KOG1068@2759|Eukaryota,2XCK5@2836|Bacillariophyta",2836|Bacillariophyta,J,"3' exoribonuclease family, domain 1",-,-,-,ko:K11600,"ko03018,map03018","M00390,M00391",-,-,"ko00000,ko00001,ko00002,ko03019",-,-,-,RNase_PH
OEU12663.1_S-adenosyl-L-methionine-dependent-methyltransferase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr15884,8.58e-111,332,"COG0275@1|root,KOG2782@2759|Eukaryota,2XC0Y@2836|Bacillariophyta",2836|Bacillariophyta,M,MraW methylase family,-,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_5
OEU12661.1_hypothetical-protein-FRACYDRAFT_270424-[Fragilariopsiscylindrus-CCMP1102],446470.Snas_6043,8.1e-26,117,"COG1948@1|root,COG4880@2|Bacteria,2I8JU@201174|Actinobacteria,4EXTJ@85014|Glycomycetales",201174|Actinobacteria,L,Beta propeller domain,-,-,-,-,-,-,-,-,-,-,-,-,Beta_propel
OEU12659.1_acyl-CoA-oxidase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr19979,0,947,"COG1960@1|root,KOG0136@2759|Eukaryota,2XAY8@2836|Bacillariophyta",2836|Bacillariophyta,I,Acyl-coenzyme A oxidase N-terminal,-,-,1.3.3.6,ko:K00232,"ko00071,ko00592,ko01040,ko01100,ko01110,ko01212,ko03320,ko04024,ko04146,map00071,map00592,map01040,map01100,map01110,map01212,map03320,map04024,map04146","M00087,M00113","R01175,R01279,R03777,R03857,R03990,R04751,R04754,R07888,R07892,R07896,R07934,R07950","RC00052,RC00076","ko00000,ko00001,ko00002,ko01000",-,-,-,"ACOX,Acyl-CoA_dh_M,Acyl-CoA_ox_N"
OEU12656.1_putative-long-chain-acyl-CoA-synthetase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr41238,3.58e-293,831,"COG0318@1|root,KOG3628@2759|Eukaryota,2XBK9@2836|Bacillariophyta",2836|Bacillariophyta,IQ,AMP-binding enzyme,-,-,-,-,-,-,-,-,-,-,-,-,AMP-binding
"OEU12655.1_hypothetical-protein-FRACYDRAFT_270421,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr50570,3.43e-40,152,"COG1521@1|root,2SGJP@2759|Eukaryota,2XC8R@2836|Bacillariophyta",2836|Bacillariophyta,K,Type III pantothenate kinase,-,-,-,-,-,-,-,-,-,-,-,-,Pan_kinase
OEU12654.1_Cryptochrome/photolyase-FAD-binding-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr49165,8.31e-121,374,"COG0415@1|root,KOG0133@2759|Eukaryota,2XCX2@2836|Bacillariophyta",2836|Bacillariophyta,LT,FAD binding domain of DNA photolyase,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12652.1_hypothetical-protein-FRACYDRAFT_191238-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps38490,5.66e-64,200,"KOG0831@1|root,KOG0831@2759|Eukaryota",2759|Eukaryota,S,2-acylglycerol O-acyltransferase activity,-,-,2.3.1.22,ko:K14457,"ko00561,ko04975,map00561,map04975",-,"R03755,R03756","RC00004,RC00037","ko00000,ko00001,ko01000",-,-,-,DAGAT
OEU12651.1_hypothetical-protein-FRACYDRAFT_243907-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr45570,8.59e-135,407,"2EFY1@1|root,2SM0V@2759|Eukaryota,2XETA@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12650.1_hypothetical-protein-FRACYDRAFT_243906-[Fragilariopsiscylindrus-CCMP1102],4787.PITG_06872T0,1.38e-56,207,"2CMDE@1|root,2QQ1C@2759|Eukaryota,3QB4R@4776|Peronosporales",4776|Peronosporales,S,Protein of unknown function (DUF3689),-,-,-,ko:K11796,-,-,-,-,"ko00000,ko01009,ko04121",-,-,-,DUF3689
OEU12647.1_hypothetical-protein-FRACYDRAFT_191097-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr50296,5.36e-166,488,"COG0661@1|root,KOG1236@2759|Eukaryota",2759|Eukaryota,U,kinase activity,-,-,-,ko:K08869,-,-,-,-,"ko00000,ko01001",-,-,-,ABC1
OEU12643.1_hypothetical-protein-FRACYDRAFT_219434-[Fragilariopsiscylindrus-CCMP1102],384765.SIAM614_28187,1.56e-29,117,"COG3752@1|root,COG3752@2|Bacteria,1N5HM@1224|Proteobacteria,2U4H0@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,3-oxo-5-alpha-steroid 4-dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,DUF1295
OEU12641.1_hypothetical-protein-FRACYDRAFT_219433-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr45558,1.38e-42,161,"KOG2816@1|root,KOG2816@2759|Eukaryota,2XGS1@2836|Bacillariophyta",2836|Bacillariophyta,S,Major Facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
OEU12639.1_amidase-signature-enzyme-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr13890,1.32e-124,383,"COG0154@1|root,KOG1211@2759|Eukaryota,2XB0H@2836|Bacillariophyta",2836|Bacillariophyta,J,Amidase,-,-,-,-,-,-,-,-,-,-,-,-,Amidase
OEU12638.1_hypothetical-protein-FRACYDRAFT_172104-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps23208,9.58e-90,281,"2C415@1|root,2SP0H@2759|Eukaryota,2XFU3@2836|Bacillariophyta",2836|Bacillariophyta,K,PAS domain,-,-,-,-,-,-,-,-,-,-,-,-,HLH
OEU12637.1_endoplasmic-reticulum-oxidoreductin.1_[Fragilariopsiscylindrus-CCMP1102],2850.Phatr45572,3.1e-155,451,"COG5061@1|root,KOG2608@2759|Eukaryota,2XAP9@2836|Bacillariophyta",2836|Bacillariophyta,OU,Endoplasmic Reticulum Oxidoreductin 1 (ERO1),-,-,-,-,-,-,-,-,-,-,-,-,ERO1
"OEU12636.1_hypothetical-protein-FRACYDRAFT_191108,-partial-[Fragilariopsiscylindrus-CCMP1102]",159749.K0TP46,1.68e-83,253,"2D32D@1|root,2SPZI@2759|Eukaryota",2759|Eukaryota,S,DoxX,-,-,-,-,-,-,-,-,-,-,-,-,DoxX
OEU12635.1_CKS-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],159749.K0TR55,1.63e-51,164,"KOG3484@1|root,KOG3484@2759|Eukaryota,2XGJ7@2836|Bacillariophyta",2836|Bacillariophyta,H,Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function,-,-,-,ko:K02219,"ko04111,ko05200,ko05222,map04111,map05200,map05222",-,-,-,"ko00000,ko00001",-,-,-,CKS
OEU12633.1_hypothetical-protein-FRACYDRAFT_270413-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps11731,2.23e-38,142,"2ASAB@1|root,2RZPE@2759|Eukaryota,2XE4P@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"OEU12631.1_hypothetical-protein-FRACYDRAFT_143164,-partial-[Fragilariopsiscylindrus-CCMP1102]",40149.OMERI05G04460.2,3.4e-09,60.8,"COG0637@1|root,KOG2914@2759|Eukaryota,37PQC@33090|Viridiplantae,3GA0S@35493|Streptophyta,3KSAY@4447|Liliopsida,3IFZ5@38820|Poales",35493|Streptophyta,S,Haloacid dehalogenase-like hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,HAD_2
"OEU12620.1_hypothetical-protein-FRACYDRAFT_148425,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr45955,4.22e-97,303,"COG1054@1|root,2QSQK@2759|Eukaryota,2XBII@2836|Bacillariophyta",2836|Bacillariophyta,S,Rhodanase C-terminal,-,-,-,-,-,-,-,-,-,-,-,-,Rhodanese_C
"OEU12618.1_hypothetical-protein-FRACYDRAFT_150504,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr45657,2.9e-56,197,"KOG1573@1|root,KOG1573@2759|Eukaryota,2XGK3@2836|Bacillariophyta",2836|Bacillariophyta,S,Myo-inositol oxygenase,-,-,-,-,-,-,-,-,-,-,-,-,MIOX
OEU12617.1_hypothetical-protein-FRACYDRAFT_243870-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr45658,5.18e-60,216,"2EPWQ@1|root,2ST0U@2759|Eukaryota,2XDR7@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"OEU12615.1_AAA-domain-containing-protein,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr2208,2.88e-164,465,"COG0464@1|root,KOG0740@2759|Eukaryota,2XECH@2836|Bacillariophyta",2836|Bacillariophyta,O,Belongs to the AAA ATPase family,-,-,-,-,-,-,-,-,-,-,-,-,"AAA,Vps4_C"
OEU12614.1_short-chain-dehydrogenase/reductase-[Fragilariopsiscylindrus-CCMP1102],44056.XP_009038928.1,4.45e-62,201,"COG0300@1|root,KOG1014@2759|Eukaryota",2759|Eukaryota,GOU,3-oxo-behenoyl-CoA reductase activity,-,-,"1.1.1.330,1.1.1.62",ko:K10251,"ko00062,ko00140,ko01040,ko01100,ko01110,ko01212,map00062,map00140,map01040,map01100,map01110,map01212",M00415,"R02352,R02353,R04681,R04682,R07759,R08945,R08980,R10826","RC00029,RC00103,RC00127,RC00261","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short
OEU12611.1_hypothetical-protein-FRACYDRAFT_191317-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr50332,3.07e-137,423,"2DKX4@1|root,2S63Q@2759|Eukaryota,2XAQT@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12610.1_hypothetical-protein-FRACYDRAFT_270403-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr41267,3.35e-13,70.1,"2EW2N@1|root,2SXYV@2759|Eukaryota,2XHR9@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12609.1_hypothetical-protein-FRACYDRAFT_191247-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr50333,6.77e-188,544,"COG0659@1|root,KOG0236@2759|Eukaryota,2XF3S@2836|Bacillariophyta",2836|Bacillariophyta,U,secondary active sulfate transmembrane transporter activity,-,-,-,-,-,-,-,-,-,-,-,-,Sulfate_transp
OEU12608.1_hypothetical-protein-FRACYDRAFT_191170-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr16787,4.97e-101,297,"COG2016@1|root,KOG2523@2759|Eukaryota,2XAGJ@2836|Bacillariophyta",2836|Bacillariophyta,J,Putative RNA-binding Domain in PseudoUridine synthase and Archaeosine transglycosylase,-,-,-,ko:K07575,-,-,-,-,ko00000,-,-,-,PUA
OEU12602.1_hypothetical-protein-FRACYDRAFT_243855-[Fragilariopsiscylindrus-CCMP1102],32049.SYNPCC7002_A1611,2.93e-08,60.5,"COG0454@1|root,COG0456@2|Bacteria,1G5GJ@1117|Cyanobacteria,1H1SY@1129|Synechococcus",1117|Cyanobacteria,K,Acetyltransferase (GNAT) family,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
OEU12600.1_putative-elongation-factor-2-kinase-[Fragilariopsiscylindrus-CCMP1102],35720.XP_003652883.1,3.23e-78,245,"2EEAW@1|root,2SJRR@2759|Eukaryota,3A9NW@33154|Opisthokonta,3P8GN@4751|Fungi,3RJ1V@4890|Ascomycota,21PZU@147550|Sordariomycetes",4751|Fungi,H,Alpha-kinase family,-,-,-,-,-,-,-,-,-,-,-,-,Alpha_kinase
"OEU12599.1_hypothetical-protein-FRACYDRAFT_150279,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr36566,5.14e-87,270,"28I17@1|root,2RZZT@2759|Eukaryota,2XC4Q@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12598.1_HATPase_c-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr41268,2.95e-72,240,"2CYMS@1|root,2S572@2759|Eukaryota,2XCXY@2836|Bacillariophyta",2836|Bacillariophyta,T,His Kinase A (phosphoacceptor) domain,-,-,-,-,-,-,-,-,-,-,-,-,HATPase_c
OEU12596.1_hypothetical-protein-FRACYDRAFT_1911.1_[Fragilariopsiscylindrus-CCMP1102],694427.Palpr_0782,6.46e-71,231,"COG3538@1|root,COG3538@2|Bacteria,4NGY6@976|Bacteroidetes,2FM8H@200643|Bacteroidia,22VYN@171551|Porphyromonadaceae",976|Bacteroidetes,S,DUF1237,-,-,-,ko:K09704,-,-,-,-,ko00000,-,-,-,Glyco_hydro_125
OEU12592.1_spermidine-synthase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr55177,8.61e-161,456,"COG0421@1|root,KOG1562@2759|Eukaryota,2XBM1@2836|Bacillariophyta",2836|Bacillariophyta,H,Belongs to the spermidine spermine synthase family,-,-,2.5.1.16,ko:K00797,"ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100","M00034,M00133","R01920,R02869,R08359","RC00021,RC00053","ko00000,ko00001,ko00002,ko01000",-,-,-,"Spermine_synt_N,Spermine_synth"
OEU12591.1_hypothetical-protein-FRACYDRAFT_191187-[Fragilariopsiscylindrus-CCMP1102],4792.ETI50250,1.52e-22,97.1,"COG0500@1|root,2S237@2759|Eukaryota,3QG1Y@4776|Peronosporales",4776|Peronosporales,Q,methyltransferase activity,-,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_31
OEU12590.1_hypothetical-protein-FRACYDRAFT_270397-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr32195,7.75e-33,127,"2BYWW@1|root,2R2V4@2759|Eukaryota,2XGZV@2836|Bacillariophyta",2836|Bacillariophyta,S,Chloroplast import apparatus Tic20-like,-,-,-,-,-,-,-,-,-,-,-,-,TIC20
OEU12588.1_TBCC-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr49350,0,917,"KOG4416@1|root,KOG4416@2759|Eukaryota,2XF6C@2836|Bacillariophyta",2836|Bacillariophyta,S,maintenance of Golgi location,-,-,-,ko:K16810,-,-,-,-,"ko00000,ko03036",-,-,-,TBCC
"OEU12586.1_CS-domain-containing-protein,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr37588,9.91e-48,164,"KOG2265@1|root,KOG2265@2759|Eukaryota,2XC5C@2836|Bacillariophyta",2836|Bacillariophyta,T,N-terminal conserved domain of Nudc.,-,-,-,-,-,-,-,-,-,-,-,-,"CS,Nudc_N"
OEU12585.1_ARM-repeat-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr23224,0,951,"KOG0212@1|root,KOG0212@2759|Eukaryota,2XB3F@2836|Bacillariophyta",2836|Bacillariophyta,S,Vacuolar protein 14 C-terminal Fig4p binding,-,-,-,ko:K15305,"ko05166,ko05203,map05166,map05203",-,-,-,"ko00000,ko00001",-,-,-,"Vac14_Fab1_bd,Vac14_Fig4_bd"
OEU12584.1_chromosome-assembly-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr30352,0,1366,"COG1196@1|root,KOG0933@2759|Eukaryota,2XB16@2836|Bacillariophyta",2836|Bacillariophyta,BD,SMC proteins Flexible Hinge Domain,-,-,-,ko:K06674,"ko04111,map04111",-,-,-,"ko00000,ko00001,ko03036",-,-,-,"SMC_N,SMC_hinge"
OEU12583.1_M6-metalloprotease-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr44695,9.68e-76,271,"2BP9V@1|root,2S1RF@2759|Eukaryota,2XBPA@2836|Bacillariophyta",2836|Bacillariophyta,O,Immune inhibitor A peptidase M6,-,-,-,-,-,-,-,-,-,-,-,-,"Peptidase_M6,SdrD_B"
OEU12581.1_soluble-quino-protein-glucose-dehydrogenase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr47795,3.34e-173,505,"COG2133@1|root,2S0Y3@2759|Eukaryota,2XFJP@2836|Bacillariophyta",2836|Bacillariophyta,G,pyrroloquinoline quinone binding,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU12566.1_hypothetical-protein-FRACYDRAFT_191077-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps22024,1.21e-51,188,"2C0FE@1|root,2S438@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
